scenario_id,factor_id,stressed_value
SP-011,CREDIT-G090-024M,0.03521047
SP-011,CREDIT-G090-036M,0.05234803
SP-011,CREDIT-G090-060M,0.08571530
SP-011,CREDIT-G090-084M,0.11920074
SP-011,CREDIT-G090-120M,0.16388955
SP-011,CREDIT-G090-144M,0.19319327
SP-011,CREDIT-G090-180M,0.23521714
SP-011,CREDIT-G090-240M,0.30072643
SP-011,CREDIT-G090-300M,0.36062057
SP-011,CREDIT-G090-360M,0.41538088
SP-011,CREDIT-G091-006M,0.00900058
SP-011,CREDIT-G091-012M,0.01792014
SP-011,CREDIT-G091-024M,0.03551915
SP-011,CREDIT-G091-036M,0.05280279
SP-011,CREDIT-G091-060M,0.08644644
SP-011,CREDIT-G091-084M,0.12017708
SP-011,CREDIT-G091-120M,0.16522760
SP-011,CREDIT-G091-144M,0.19474299
SP-011,CREDIT-G091-180M,0.23705360
SP-011,CREDIT-G091-240M,0.30296330
SP-011,CREDIT-G091-300M,0.36317534
SP-011,CREDIT-G091-360M,0.41818227
SP-011,CREDIT-G092-006M,0.00907985
SP-011,CREDIT-G092-012M,0.01807726
SP-011,CREDIT-G092-024M,0.03582774
SP-011,CREDIT-G092-036M,0.05325734
SP-011,CREDIT-G092-060M,0.08717699
SP-011,CREDIT-G092-084M,0.12115231
SP-011,CREDIT-G092-120M,0.16656352
SP-011,CREDIT-G092-144M,0.19628975
SP-011,CREDIT-G092-180M,0.23888567
SP-011,CREDIT-G092-240M,0.30519303
SP-011,CREDIT-G092-300M,0.36571992
SP-011,CREDIT-G092-360M,0.42097027
SP-011,CREDIT-G093-006M,0.00915912
SP-011,CREDIT-G093-012M,0.01823436
SP-011,CREDIT-G093-024M,0.03613623
SP-011,CREDIT-G093-036M,0.05371166
SP-011,CREDIT-G093-060M,0.08790695
SP-011,CREDIT-G093-084M,0.12212644
SP-011,CREDIT-G093-120M,0.16789730
SP-011,CREDIT-G093-144M,0.19783355
SP-011,CREDIT-G093-180M,0.24071335
SP-011,CREDIT-G093-240M,0.30741566
SP-011,CREDIT-G093-300M,0.36825437
SP-011,CREDIT-G093-360M,0.42374494
SP-011,CREDIT-G094-006M,0.00923839
SP-011,CREDIT-G094-012M,0.01839143
SP-011,CREDIT-G094-024M,0.03644461
SP-011,CREDIT-G094-036M,0.05416577
SP-011,CREDIT-G094-060M,0.08863634
SP-011,CREDIT-G094-084M,0.12309947
SP-011,CREDIT-G094-120M,0.16922896
SP-011,CREDIT-G094-144M,0.19937439
SP-011,CREDIT-G094-180M,0.24253667
SP-011,CREDIT-G094-240M,0.30963119
SP-011,CREDIT-G094-300M,0.37077871
SP-011,CREDIT-G094-360M,0.42650634
SP-011,CREDIT-G095-006M,0.00931765
SP-011,CREDIT-G095-012M,0.01854847
SP-011,CREDIT-G095-024M,0.03675290
SP-011,CREDIT-G095-036M,0.05461966
SP-011,CREDIT-G095-060M,0.08936514
SP-011,CREDIT-G095-084M,0.12407139
SP-011,CREDIT-G095-120M,0.17055849
SP-011,CREDIT-G095-144M,0.20091228
SP-011,CREDIT-G095-180M,0.24435563
SP-011,CREDIT-G095-240M,0.31183967
SP-011,CREDIT-G095-300M,0.37329300
SP-011,CREDIT-G095-360M,0.42925454
SP-011,CREDIT-G096-006M,0.00939690
SP-011,CREDIT-G096-012M,0.01870549
SP-011,CREDIT-G096-024M,0.03706109
SP-011,CREDIT-G096-036M,0.05507334
SP-011,CREDIT-G096-060M,0.09009335
SP-011,CREDIT-G096-084M,0.12504222
SP-011,CREDIT-G096-120M,0.17188590
SP-011,CREDIT-G096-144M,0.20244722
SP-011,CREDIT-G096-180M,0.24617023
SP-011,CREDIT-G096-240M,0.31404110
SP-011,CREDIT-G096-300M,0.37579726
SP-011,CREDIT-G096-360M,0.43198961
SP-011,CREDIT-G097-006M,0.00947614
SP-011,CREDIT-G097-012M,0.01886249
SP-011,CREDIT-G097-024M,0.03736918
SP-011,CREDIT-G097-036M,0.05552679
SP-011,CREDIT-G097-060M,0.09082099
SP-011,CREDIT-G097-084M,0.12601194
SP-011,CREDIT-G097-120M,0.17321118
SP-011,CREDIT-G097-144M,0.20397923
SP-011,CREDIT-G097-180M,0.24798050
SP-011,CREDIT-G097-240M,0.31623551
SP-011,CREDIT-G097-300M,0.37829155
SP-011,CREDIT-G097-360M,0.43471160
SP-011,CREDIT-G098-006M,0.00955538
SP-011,CREDIT-G098-012M,0.01901946
SP-011,CREDIT-G098-024M,0.03767717
SP-011,CREDIT-G098-036M,0.05598003
SP-011,CREDIT-G098-060M,0.09154804
SP-011,CREDIT-G098-084M,0.12698057
SP-011,CREDIT-G098-120M,0.17453435
SP-011,CREDIT-G098-144M,0.20550830
SP-011,CREDIT-G098-180M,0.24978644
SP-011,CREDIT-G098-240M,0.31842293
SP-011,CREDIT-G098-300M,0.38077589
SP-011,CREDIT-G098-360M,0.43742057
SP-011,CREDIT-G099-006M,0.00963461
SP-011,CREDIT-G099-012M,0.01917640
SP-011,CREDIT-G099-024M,0.03798507
SP-011,CREDIT-G099-036M,0.05643305
SP-011,CREDIT-G099-060M,0.09227451
SP-011,CREDIT-G099-084M,0.12794810
SP-011,CREDIT-G099-120M,0.17585541
SP-011,CREDIT-G099-144M,0.20703445
SP-011,CREDIT-G099-180M,0.25158805
SP-011,CREDIT-G099-240M,0.32060337
SP-011,CREDIT-G099-300M,0.38325034
SP-011,CREDIT-G099-360M,0.44011660
SP-011,CREDIT-G100-006M,0.00971384
SP-011,CREDIT-G100-012M,0.01933332
SP-011,CREDIT-G100-024M,0.03829286
SP-011,CREDIT-G100-036M,0.05688586
SP-011,CREDIT-G100-060M,0.09300040
SP-011,CREDIT-G100-084M,0.12891454
SP-011,CREDIT-G100-120M,0.17717436
SP-011,CREDIT-G100-144M,0.20855767
SP-011,CREDIT-G100-180M,0.25338537
SP-011,CREDIT-G100-240M,0.32277686
SP-011,CREDIT-G100-300M,0.38571493
SP-011,CREDIT-G100-360M,0.44279973
SP-011,FX-USDEUR-1D,0.98040365
SP-011,FX-USDEUR-1M,0.98288872
SP-011,FX-USDEUR-3M,0.98631348
SP-011,FX-USDGBP-1D,0.82439757
SP-011,FX-USDGBP-1M,0.82318068
SP-011,FX-USDGBP-3M,0.82182410
SP-011,FX-USDJPY-1D,160.57219315
SP-011,FX-USDJPY-1M,161.87564536
SP-011,FX-USDJPY-3M,163.68203789
SP-011,FX-USDCHF-1D,0.96092035
SP-011,FX-USDCHF-1M,0.96713484
SP-011,FX-USDCHF-3M,0.97599025
SP-011,FX-USDCAD-1D,1.41362707
SP-011,FX-USDCAD-1M,1.41326660
SP-011,FX-USDCAD-3M,1.41351441
SP-011,FX-USDAUD-1D,1.59214084
SP-011,FX-USDAUD-1M,1.58919316
SP-011,FX-USDAUD-3M,1.58645576
SP-011,FX-USDNZD-1D,1.71850915
SP-011,FX-USDNZD-1M,1.71189850
SP-011,FX-USDNZD-3M,1.70428611
SP-011,FX-USDSEK-1D,11.15063831
SP-011,FX-USDSEK-1M,11.17792727
SP-011,FX-USDSEK-3M,11.21879377
SP-011,FX-USDNOK-1D,11.17960857
SP-011,FX-USDNOK-1M,11.17218079
SP-011,FX-USDNOK-3M,11.16860254
SP-011,FX-USDDKK-1D,7.29547588
SP-011,FX-USDDKK-1M,7.31215138
SP-011,FX-USDDKK-3M,7.33643872
SP-011,FX-USDPLN-1D,4.21449470
SP-011,FX-USDPLN-1M,4.19898723
SP-011,FX-USDPLN-3M,4.18029727
SP-011,FX-USDCZK-1D,24.53852188
SP-011,FX-USDCZK-1M,24.48223690
SP-011,FX-USDCZK-3M,24.41767275
SP-011,FX-USDHUF-1D,376.23561690
SP-011,FX-USDHUF-1M,373.72025209
SP-011,FX-USDHUF-3M,370.51942103
SP-011,FX-USDSGD-1D,1.42289352
SP-011,FX-USDSGD-1M,1.42497807
SP-011,FX-USDSGD-3M,1.42829453
SP-011,FX-USDHKD-1D,7.93554365
SP-011,FX-USDHKD-1M,7.93453180
SP-011,FX-USDHKD-3M,7.93522743
SP-011,FX-USDKRW-1D,1450.09598431
SP-011,FX-USDKRW-1M,1454.01557776
SP-011,FX-USDKRW-3M,1459.07561207
SP-011,FX-USDCNY-1D,7.50337861
SP-011,FX-USDCNY-1M,7.53468238
SP-011,FX-USDCNY-3M,7.57850042
SP-011,FX-USDINR-1D,87.71133118
SP-011,FX-USDINR-1M,87.18930107
SP-011,FX-USDINR-3M,86.51385973
SP-011,FX-USDBRL-1D,5.27104191
SP-011,FX-USDBRL-1M,5.21037196
SP-011,FX-USDBRL-3M,5.12298826
SP-011,FX-EURGBP-1D,0.84087566
SP-011,FX-EURGBP-1M,0.83751158
SP-011,FX-EURGBP-3M,0.83322809
SP-011,FX-EURJPY-1D,163.78171696
SP-011,FX-EURJPY-1M,164.69376730
SP-011,FX-EURJPY-3M,165.95336144
SP-011,FX-EURCHF-1D,0.98012727
SP-011,FX-EURCHF-1M,0.98397186
SP-011,FX-EURCHF-3M,0.98953351
SP-011,FX-EURCAD-1D,1.44188271
SP-011,FX-EURCAD-1M,1.43787041
SP-011,FX-EURCAD-3M,1.43312895
SP-011,FX-EURAUD-1D,1.62396462
SP-011,FX-EURAUD-1M,1.61685971
SP-011,FX-EURAUD-3M,1.60847011
SP-011,FX-EURNZD-1D,1.75285879
SP-011,FX-EURNZD-1M,1.74170125
SP-011,FX-EURNZD-3M,1.72793553
SP-011,FX-EURSEK-1D,11.37351774
SP-011,FX-EURSEK-1M,11.37252579
SP-011,FX-EURSEK-3M,11.37447066
SP-011,FX-EURNOK-1D,11.40306706
SP-011,FX-EURNOK-1M,11.36667927
SP-011,FX-EURNOK-3M,11.32358295
SP-011,FX-EURDKK-1D,7.44129816
SP-011,FX-EURDKK-1M,7.43944992
SP-011,FX-EURDKK-3M,7.43824235
SP-011,FX-EURPLN-1D,4.29873420
SP-011,FX-EURPLN-1M,4.27208815
SP-011,FX-EURPLN-3M,4.23830490
SP-011,FX-EURCZK-1D,25.02899890
SP-011,FX-EURCZK-1M,24.90845252
SP-011,FX-EURCZK-3M,24.75650306
SP-011,FX-EURHUF-1D,383.75583039
SP-011,FX-EURHUF-1M,380.22641451
SP-011,FX-EURHUF-3M,375.66091058
SP-011,FX-EURSGD-1D,1.45133438
SP-011,FX-EURSGD-1M,1.44978577
SP-011,FX-EURSGD-3M,1.44811416
SP-011,FX-EURHKD-1D,8.09415963
SP-011,FX-EURHKD-1M,8.07266548
SP-011,FX-EURHKD-3M,8.04534012
SP-011,FX-EURKRW-1D,1479.08056442
SP-011,FX-EURKRW-1M,1479.32879387
SP-011,FX-EURKRW-3M,1479.32238346
SP-011,FX-EURCNY-1D,7.65335646
SP-011,FX-EURCNY-1M,7.66585501
SP-011,FX-EURCNY-3M,7.68366300
SP-011,FX-EURINR-1D,89.46450900
SP-011,FX-EURINR-1M,88.70719513
SP-011,FX-EURINR-3M,87.71436389
SP-011,FX-EURBRL-1D,5.37639972
SP-011,FX-EURBRL-1M,5.30108025
SP-011,FX-EURBRL-3M,5.19407708
SP-011,FX-GBPJPY-1D,194.77519024
SP-011,FX-GBPJPY-1M,196.64655620
SP-011,FX-GBPJPY-3M,199.16918772
SP-011,FX-GBPCHF-1D,1.16560309
SP-011,FX-GBPCHF-1M,1.17487554
SP-011,FX-GBPCHF-3M,1.18759020
SP-011,FX-GBPCAD-1D,1.71473950
SP-011,FX-GBPCAD-1M,1.71683645
SP-011,FX-GBPCAD-3M,1.71997197
SP-011,FX-GBPAUD-1D,1.93127795
SP-011,FX-GBPAUD-1M,1.93055207
SP-011,FX-GBPAUD-3M,1.93040793
SP-011,FX-GBPNZD-1D,2.08456359
SP-011,FX-GBPNZD-1M,2.07961453
SP-011,FX-GBPNZD-3M,2.07378455
SP-011,FX-GBPSEK-1D,13.52580204
SP-011,FX-GBPSEK-1M,13.57894758
SP-011,FX-GBPSEK-3M,13.65108885
SP-011,FX-GBPNOK-1D,13.56094317
SP-011,FX-GBPNOK-1M,13.57196675
SP-011,FX-GBPNOK-3M,13.59001589
SP-011,FX-GBPDKK-1D,8.84946312
SP-011,FX-GBPDKK-1M,8.88280250
SP-011,FX-GBPDKK-3M,8.92701825
SP-011,FX-GBPPLN-1D,5.11221147
SP-011,FX-GBPPLN-1M,5.10093027
SP-011,FX-GBPPLN-3M,5.08660829
SP-011,FX-GBPCZK-1D,29.76539819
SP-011,FX-GBPCZK-1M,29.74102474
SP-011,FX-GBPCZK-3M,29.71155608
SP-011,FX-GBPHUF-1D,456.37642744
SP-011,FX-GBPHUF-1M,453.99541352
SP-011,FX-GBPHUF-3M,450.85003261
SP-011,FX-GBPSGD-1D,1.72597977
SP-011,FX-GBPSGD-1M,1.73106356
SP-011,FX-GBPSGD-3M,1.73795649
SP-011,FX-GBPHKD-1D,9.62586979
SP-011,FX-GBPHKD-1M,9.63887032
SP-011,FX-GBPHKD-3M,9.65562759
SP-011,FX-GBPKRW-1D,1758.97654299
SP-011,FX-GBPKRW-1M,1766.33832337
SP-011,FX-GBPKRW-3M,1775.41108493
SP-011,FX-GBPCNY-1D,9.10165059
SP-011,FX-GBPCNY-1M,9.15313319
SP-011,FX-GBPCNY-3M,9.22156024
SP-011,FX-GBPINR-1D,106.39445649
SP-011,FX-GBPINR-1M,105.91757490
SP-011,FX-GBPINR-3M,105.27053176
SP-011,FX-GBPBRL-1D,6.39381060
SP-011,FX-GBPBRL-1M,6.32956057
SP-011,FX-GBPBRL-3M,6.23367978
SP-011,FX-JPYCHF-1D,0.00598435
SP-011,FX-JPYCHF-1M,0.00597455
SP-011,FX-JPYCHF-3M,0.00596272
SP-011,FX-JPYCAD-1D,0.00880369
SP-011,FX-JPYCAD-1M,0.00873057
SP-011,FX-JPYCAD-3M,0.00863573
SP-011,FX-JPYAUD-1D,0.00991542
SP-011,FX-JPYAUD-1M,0.00981737
SP-011,FX-JPYAUD-3M,0.00969230
SP-011,FX-JPYNZD-1D,0.01070241
SP-011,FX-JPYNZD-1M,0.01057539
SP-011,FX-JPYNZD-3M,0.01041218
SP-011,FX-JPYSEK-1D,0.06944315
SP-011,FX-JPYSEK-1M,0.06905256
SP-011,FX-JPYSEK-3M,0.06854016
SP-011,FX-JPYNOK-1D,0.06962357
SP-011,FX-JPYNOK-1M,0.06901706
SP-011,FX-JPYNOK-3M,0.06823353
SP-011,FX-JPYDKK-1D,0.04543424
SP-011,FX-JPYDKK-1M,0.04517141
SP-011,FX-JPYDKK-3M,0.04482128
SP-011,FX-JPYPLN-1D,0.02624673
SP-011,FX-JPYPLN-1M,0.02593959
SP-011,FX-JPYPLN-3M,0.02553913
SP-011,FX-JPYCZK-1D,0.15281925
SP-011,FX-JPYCZK-1M,0.15124101
SP-011,FX-JPYCZK-3M,0.14917747
SP-011,FX-JPYHUF-1D,2.34309322
SP-011,FX-JPYHUF-1M,2.30868733
SP-011,FX-JPYHUF-3M,2.26365352
SP-011,FX-JPYSGD-1D,0.00886139
SP-011,FX-JPYSGD-1M,0.00880292
SP-011,FX-JPYSGD-3M,0.00872603
SP-011,FX-JPYHKD-1D,0.04942041
SP-011,FX-JPYHKD-1M,0.04901622
SP-011,FX-JPYHKD-3M,0.04847952
SP-011,FX-JPYKRW-1D,9.03080388
SP-011,FX-JPYKRW-1M,8.98229980
SP-011,FX-JPYKRW-3M,8.91408508
SP-011,FX-JPYCNY-1D,0.04672900
SP-011,FX-JPYCNY-1M,0.04654611
SP-011,FX-JPYCNY-3M,0.04630013
SP-011,FX-JPYINR-1D,0.54624234
SP-011,FX-JPYINR-1M,0.53861902
SP-011,FX-JPYINR-3M,0.52854828
SP-011,FX-JPYBRL-1D,0.03282662
SP-011,FX-JPYBRL-1M,0.03218750
SP-011,FX-JPYBRL-3M,0.03129841
SP-011,FX-CHFCAD-1D,1.47111784
SP-011,FX-CHFCAD-1M,1.46129220
SP-011,FX-CHFCAD-3M,1.44828743
SP-011,FX-CHFAUD-1D,1.65689158
SP-011,FX-CHFAUD-1M,1.64319710
SP-011,FX-CHFAUD-3M,1.62548321
SP-011,FX-CHFNZD-1D,1.78839916
SP-011,FX-CHFNZD-1M,1.77007221
SP-011,FX-CHFNZD-3M,1.74621224
SP-011,FX-CHFSEK-1D,11.60412336
SP-011,FX-CHFSEK-1M,11.55777541
SP-011,FX-CHFSEK-3M,11.49478061
SP-011,FX-CHFNOK-1D,11.63427182
SP-011,FX-CHFNOK-1M,11.55183365
SP-011,FX-CHFNOK-3M,11.44335465
SP-011,FX-CHFDKK-1D,7.59217542
SP-011,FX-CHFDKK-1M,7.56063279
SP-011,FX-CHFDKK-3M,7.51691806
SP-011,FX-CHFPLN-1D,4.38589389
SP-011,FX-CHFPLN-1M,4.34167715
SP-011,FX-CHFPLN-3M,4.28313426
SP-011,FX-CHFCZK-1D,25.53647847
SP-011,FX-CHFCZK-1M,25.31419187
SP-011,FX-CHFCZK-3M,25.01835733
SP-011,FX-CHFHUF-1D,391.53673468
SP-011,FX-CHFHUF-1M,386.42000758
SP-011,FX-CHFHUF-3M,379.63434790
SP-011,FX-CHFSGD-1D,1.48076115
SP-011,FX-CHFSGD-1M,1.47340165
SP-011,FX-CHFSGD-3M,1.46343115
SP-011,FX-CHFHKD-1D,8.25827409
SP-011,FX-CHFHKD-1M,8.20416293
SP-011,FX-CHFHKD-3M,8.13043722
SP-011,FX-CHFKRW-1D,1509.06990504
SP-011,FX-CHFKRW-1M,1503.42591132
SP-011,FX-CHFKRW-3M,1494.96945933
SP-011,FX-CHFCNY-1D,7.80853335
SP-011,FX-CHFCNY-1M,7.79072584
SP-011,FX-CHFCNY-3M,7.76493458
SP-011,FX-CHFINR-1D,91.27846132
SP-011,FX-CHFINR-1M,90.15216647
SP-011,FX-CHFINR-3M,88.64213550
SP-011,FX-CHFBRL-1D,5.48540980
SP-011,FX-CHFBRL-1M,5.38743073
SP-011,FX-CHFBRL-3M,5.24901583
SP-011,FX-CADAUD-1D,1.12628067
SP-011,FX-CADAUD-1M,1.12448222
SP-011,FX-CADAUD-3M,1.12234848
SP-011,FX-CADNZD-1D,1.21567363
SP-011,FX-CADNZD-1M,1.21130614
SP-011,FX-CADNZD-3M,1.20570834
SP-011,FX-CADSEK-1D,7.88796320
SP-011,FX-CADSEK-1M,7.90928428
SP-011,FX-CADSEK-3M,7.93680891
SP-011,FX-CADNOK-1D,7.90845677
SP-011,FX-CADNOK-1M,7.90521818
SP-011,FX-CADNOK-3M,7.90130080
SP-011,FX-CADDKK-1D,5.16082072
SP-011,FX-CADDKK-1M,5.17393633
SP-011,FX-CADDKK-3M,5.19021148
SP-011,FX-CADPLN-1D,2.98133418
SP-011,FX-CADPLN-1M,2.97112183
SP-011,FX-CADPLN-3M,2.95737860
SP-011,FX-CADCZK-1D,17.35855404
SP-011,FX-CADCZK-1M,17.32315543
SP-011,FX-CADCZK-3M,17.27444204
SP-011,FX-CADHUF-1D,266.14913150
SP-011,FX-CADHUF-1M,264.43719339
SP-011,FX-CADHUF-3M,262.12638397
SP-011,FX-CADSGD-1D,1.00655509
SP-011,FX-CADSGD-1M,1.00828681
SP-011,FX-CADSGD-3M,1.01045629
SP-011,FX-CADHKD-1D,5.61360476
SP-011,FX-CADHKD-1M,5.61432063
SP-011,FX-CADHKD-3M,5.61382846
SP-011,FX-CADKRW-1D,1025.79811554
SP-011,FX-CADKRW-1M,1028.83318842
SP-011,FX-CADKRW-3M,1032.23256980
SP-011,FX-CADCNY-1D,5.30789115
SP-011,FX-CADCNY-1M,5.33139495
SP-011,FX-CADCNY-3M,5.36145961
SP-011,FX-CADINR-1D,62.04700876
SP-011,FX-CADINR-1M,61.69345637
SP-011,FX-CADINR-3M,61.20479502
SP-011,FX-CADBRL-1D,3.72873584
SP-011,FX-CADBRL-1M,3.68675802
SP-011,FX-CADBRL-3M,3.62429150
SP-011,FX-AUDNZD-1D,1.07937006
SP-011,FX-AUDNZD-1M,1.07721235
SP-011,FX-AUDNZD-3M,1.07427270
SP-011,FX-AUDSEK-1D,7.00355019
SP-011,FX-AUDSEK-1M,7.03371215
SP-011,FX-AUDSEK-3M,7.07160835
SP-011,FX-AUDNOK-1D,7.02174598
SP-011,FX-AUDNOK-1M,7.03009617
SP-011,FX-AUDNOK-3M,7.03997101
SP-011,FX-AUDDKK-1D,4.58217996
SP-011,FX-AUDDKK-1M,4.60117218
SP-011,FX-AUDDKK-3M,4.62442062
SP-011,FX-AUDPLN-1D,2.64706148
SP-011,FX-AUDPLN-1M,2.64221325
SP-011,FX-AUDPLN-3M,2.63499140
SP-011,FX-AUDCZK-1D,15.41228087
SP-011,FX-AUDCZK-1M,15.40545066
SP-011,FX-AUDCZK-3M,15.39133547
SP-011,FX-AUDHUF-1D,236.30799891
SP-011,FX-AUDHUF-1M,235.16351590
SP-011,FX-AUDHUF-3M,233.55168878
SP-011,FX-AUDSGD-1D,0.89369827
SP-011,FX-AUDSGD-1M,0.89666763
SP-011,FX-AUDSGD-3M,0.90030530
SP-011,FX-AUDHKD-1D,4.98419702
SP-011,FX-AUDHKD-1M,4.99280514
SP-011,FX-AUDHKD-3M,5.00185864
SP-011,FX-AUDKRW-1D,910.78373468
SP-011,FX-AUDKRW-1M,914.93948622
SP-011,FX-AUDKRW-3M,919.70772358
SP-011,FX-AUDCNY-1D,4.71276058
SP-011,FX-AUDCNY-1M,4.74119984
SP-011,FX-AUDCNY-3M,4.77700080
SP-011,FX-AUDINR-1D,55.09018345
SP-011,FX-AUDINR-1M,54.86387872
SP-011,FX-AUDINR-3M,54.53279071
SP-011,FX-AUDBRL-1D,3.31066308
SP-011,FX-AUDBRL-1M,3.27862721
SP-011,FX-AUDBRL-3M,3.22920336
SP-011,FX-NZDSEK-1D,6.48855334
SP-011,FX-NZDSEK-1M,6.52955024
SP-011,FX-NZDSEK-3M,6.58269388
SP-011,FX-NZDNOK-1D,6.50541113
SP-011,FX-NZDNOK-1M,6.52619346
SP-011,FX-NZDNOK-3M,6.55324387
SP-011,FX-NZDDKK-1D,4.24523539
SP-011,FX-NZDDKK-1M,4.27136970
SP-011,FX-NZDDKK-3M,4.30469899
SP-011,FX-NZDPLN-1D,2.45241330
SP-011,FX-NZDPLN-1M,2.45282488
SP-011,FX-NZDPLN-3M,2.45281425
SP-011,FX-NZDCZK-1D,14.27895908
SP-011,FX-NZDCZK-1M,14.30121990
SP-011,FX-NZDCZK-3M,14.32721451
SP-011,FX-NZDHUF-1D,218.93140117
SP-011,FX-NZDHUF-1M,218.30748267
SP-011,FX-NZDHUF-3M,217.40447094
SP-011,FX-NZDSGD-1D,0.82798135
SP-011,FX-NZDSGD-1M,0.83239636
SP-011,FX-NZDSGD-3M,0.83806030
SP-011,FX-NZDHKD-1D,4.61769065
SP-011,FX-NZDHKD-1M,4.63493122
SP-011,FX-NZDHKD-3M,4.65604182
SP-011,FX-NZDKRW-1D,843.81045127
SP-011,FX-NZDKRW-1M,849.35852091
SP-011,FX-NZDKRW-3M,856.12128137
SP-011,FX-NZDCNY-1D,4.36621393
SP-011,FX-NZDCNY-1M,4.40136047
SP-011,FX-NZDCNY-3M,4.44673013
SP-011,FX-NZDINR-1D,51.03919930
SP-011,FX-NZDINR-1M,50.93134965
SP-011,FX-NZDINR-3M,50.76252103
SP-011,FX-NZDBRL-1D,3.06721783
SP-011,FX-NZDBRL-1M,3.04362201
SP-011,FX-NZDBRL-3M,3.00594379
SP-011,FX-SEKNOK-1D,1.00259808
SP-011,FX-SEKNOK-1M,0.99948591
SP-011,FX-SEKNOK-3M,0.99552615
SP-011,FX-SEKDKK-1D,0.65426531
SP-011,FX-SEKDKK-1M,0.65415986
SP-011,FX-SEKDKK-3M,0.65394185
SP-011,FX-SEKPLN-1D,0.37795995
SP-011,FX-SEKPLN-1M,0.37564990
SP-011,FX-SEKPLN-3M,0.37261557
SP-011,FX-SEKCZK-1D,2.20063831
SP-011,FX-SEKCZK-1M,2.19023047
SP-011,FX-SEKCZK-3M,2.17649716
SP-011,FX-SEKHUF-1D,33.74117306
SP-011,FX-SEKHUF-1M,33.43377025
SP-011,FX-SEKHUF-3M,33.02667190
SP-011,FX-SEKSGD-1D,0.12760646
SP-011,FX-SEKSGD-1M,0.12748142
SP-011,FX-SEKSGD-3M,0.12731266
SP-011,FX-SEKHKD-1D,0.71166721
SP-011,FX-SEKHKD-1M,0.70983928
SP-011,FX-SEKHKD-3M,0.70731556
SP-011,FX-SEKKRW-1D,130.04600673
SP-011,FX-SEKKRW-1M,130.07917685
SP-011,FX-SEKKRW-3M,130.05637163
SP-011,FX-SEKCNY-1D,0.67291023
SP-011,FX-SEKCNY-1M,0.67406794
SP-011,FX-SEKCNY-3M,0.67551829
SP-011,FX-SEKINR-1D,7.86603679
SP-011,FX-SEKINR-1M,7.80013136
SP-011,FX-SEKINR-3M,7.71151173
SP-011,FX-SEKBRL-1D,0.47271212
SP-011,FX-SEKBRL-1M,0.46613042
SP-011,FX-SEKBRL-3M,0.45664341
SP-011,FX-NOKDKK-1D,0.65256988
SP-011,FX-NOKDKK-1M,0.65449633
SP-011,FX-NOKDKK-3M,0.65688063
SP-011,FX-NOKPLN-1D,0.37698052
SP-011,FX-NOKPLN-1M,0.37584312
SP-011,FX-NOKPLN-3M,0.37429009
SP-011,FX-NOKCZK-1D,2.19493569
SP-011,FX-NOKCZK-1M,2.19135703
SP-011,FX-NOKCZK-3M,2.18627824
SP-011,FX-NOKHUF-1D,33.65373792
SP-011,FX-NOKHUF-1M,33.45096712
SP-011,FX-NOKHUF-3M,33.17509239
SP-011,FX-NOKSGD-1D,0.12727579
SP-011,FX-NOKSGD-1M,0.12754699
SP-011,FX-NOKSGD-3M,0.12788480
SP-011,FX-NOKHKD-1D,0.70982303
SP-011,FX-NOKHKD-1M,0.71020439
SP-011,FX-NOKHKD-3M,0.71049421
SP-011,FX-NOKKRW-1D,129.70901218
SP-011,FX-NOKKRW-1M,130.14608388
SP-011,FX-NOKKRW-3M,130.64083955
SP-011,FX-NOKCNY-1D,0.67116649
SP-011,FX-NOKCNY-1M,0.67441465
SP-011,FX-NOKCNY-3M,0.67855404
SP-011,FX-NOKINR-1D,7.84565315
SP-011,FX-NOKINR-1M,7.80414341
SP-011,FX-NOKINR-3M,7.74616694
SP-011,FX-NOKBRL-1D,0.47148716
SP-011,FX-NOKBRL-1M,0.46637018
SP-011,FX-NOKBRL-3M,0.45869555
SP-011,FX-DKKPLN-1D,0.57768606
SP-011,FX-DKKPLN-1M,0.57424785
SP-011,FX-DKKPLN-3M,0.56979925
SP-011,FX-DKKCZK-1D,3.36352587
SP-011,FX-DKKCZK-1M,3.34815783
SP-011,FX-DKKCZK-3M,3.32827325
SP-011,FX-DKKHUF-1D,51.57108641
SP-011,FX-DKKHUF-1M,51.10947966
SP-011,FX-DKKHUF-3M,50.50398910
SP-011,FX-DKKSGD-1D,0.19503779
SP-011,FX-DKKSGD-1M,0.19487809
SP-011,FX-DKKSGD-3M,0.19468499
SP-011,FX-DKKHKD-1D,1.08773489
SP-011,FX-DKKHKD-1M,1.08511591
SP-011,FX-DKKHKD-3M,1.08161844
SP-011,FX-DKKKRW-1D,198.76646960
SP-011,FX-DKKKRW-1M,198.84921724
SP-011,FX-DKKKRW-3M,198.88063790
SP-011,FX-DKKCNY-1D,1.02849749
SP-011,FX-DKKCNY-1M,1.03043304
SP-011,FX-DKKCNY-3M,1.03299444
SP-011,FX-DKKINR-1D,12.02270183
SP-011,FX-DKKINR-1M,11.92389169
SP-011,FX-DKKINR-3M,11.79235090
SP-011,FX-DKKBRL-1D,0.72250831
SP-011,FX-DKKBRL-1M,0.71256347
SP-011,FX-DKKBRL-3M,0.69829361
SP-011,FX-PLNCZK-1D,5.82241137
SP-011,FX-PLNCZK-1M,5.83050996
SP-011,FX-PLNCZK-3M,5.84113310
